name,website,description,location,category,subcategory,founded_year,employees,funding_amount,funding_stage,revenue,ceo,email,phone,linkedin,twitter,products,technology_stack,certifications,partnerships,awards,press_mentions,data_quality_score,last_updated,source,validation_status
Medical Fair India | Healthcare Trade Show | Medical Equipme,https://www.medicalfair-india.com,delighted at your interest in attending the next MEDICAL FAIR INDIA as an exhibitor. Apply here --> .,and Germany,Digital Health,Medical Devices,,,,,,,,11093922852,https://www.linkedin.com/company/medicalfair-india,http://twitter.com/medical_fair,,"java, react, ai, ml",,"Menu close back Home Home Download Center Partners, Previous Editions Medicare Asia Partners, Partners","push(arguments); } gtag('js', new Date()); gtag('config', 'AW-11093922852'); // // // Menu close back Home Home Download Center Partners Partners – Previous Editions Medicare Asia Partners Partners – Previous Editions ----> Partners Partners Previous Editions Exhibitor List Photo Report Visitors At a glance Exhibitor List 2025 Visitor Registration ----> Exhibitors At a glance Facts &amp; Figures Exhibitor Application Exhibitor List 2025 Team Special Shows Clin Lab India Smart Hospitals FTR4H - Future for Health AiMeD Pavilion rehaindia Awards VOH Conference Press At a glance Press Material Press Releases & Interviews White Paper Logos &amp; Banners White Paper Contact &amp; Arrival Team Travel Information Mumbai --> Travel Information Delhi International Representatives --> Home Home Download Center Partners Partners – Previous Editions Medicare Asia Exhibitor List Photo Report Visitors At a glance Exhibitor List 2025 Visitor Registration ---> Exhibitors At a glance Facts &amp; Figures Exhibitor Application Exhibitor List 2025 Team Special Shows Clin Lab India Smart Hospitals FTR4H - Future for Health AiMeD Pavilion rehaindia,  medical laboratory assistant, technician, doctor's assistant, nurse, carer) Visitors from industry/manufacturer Distributors/traders Visitors from academies and universities Visitors from government or international agencies and associations Opthalmologist Photo report 2025 Inaugural Address by General Manager - Messe Duesseldorf India Private Limited Inauguration Ceremony Entry at Hall - Medical Fair India 2025 Dignitaries at the Fair Partners at Medical Fair India 2025 Demonstration at Fair AiMED Pavilion Exhibitors at Fair Booths at Fair Visitors &amp; Delegates Visitors &amp; Exhibitors at the Fair Visitors at Fair Visitors at Medical Fair India Visitors at the Fair Visitors near Registration Desk ClinLab India Conference Delegates at FutureForHealth (FTR4H) Pavilion Delegates at Voice of Healthcare Conference Demo at FutureForHealth (FTR4H) Pavilion Jury Members - FTR4H Start-Up Pitch Competition Mark W&auml;chter - Chief Evangelist - Future For Health (FTR4H) Conference, Exhibition, Start-Up Pitch Competition &amp; Awards Session in progress at Voice of Healthcare Conference Smart Hospitals Conference Voice of Healthcare Conference Winners - Future For Health (FTR4H) Start-Up Pitch Competition Awardees at Medgate Today India Healthcare",Featured in media coverage,76.0,2025-07-13 08:55:22,https://www.medicalfair-india.com,validated
Kompetente Rehabilitation &amp; individuelle Therapie,https://www.medicalpark.de,"Prefix"":"""",""wprocket_detected"":false,""host_url"":""medicalpark.",Reha Berlin,Healthcare Services,Rehabilitation,,,,IPO,,,kirschbaumhuegel-fachklinik@medicalpark.de,+49 8022 848 1000,,,,"ai, ml",,,,Featured in media coverage,76.0,2025-07-13 08:55:28,https://www.medicalpark.de,validated
"Reha-Klinik für Orthopädie und Traumatologie, Expertise nach",https://www.kirschbaumprivat.medicalpark.de,Privatklinik Behandlungsfelder Longevity Klinikleitung Jobs Ihr Aufenthalt Patienteninformation Kontakt Seite wählen html.,tsklinikums Frankfurt,Healthcare Services,Rehabilitation,,,,,,,kirschbaumhuegel-privatklinik@medicalpark.de,+49 8022 848-4000,,,,"ai, ml",,,,Featured in media coverage,76.0,2025-07-13 08:55:35,https://www.kirschbaumprivat.medicalpark.de,validated
Endoscope imaging system Manufacturer Softlink Medical,https://www.softlinkmed.com,Products OEM/ODM News Service Contact Us 4K fluorescence 4K All-in-one 4K 3-in-1/2-in-1 4K Monitor HD all-in-one HD 3-in-1/2-in-1 LED Light source TEL : +86 020-3626 8893 FAX : +86 020-3678 7090 Domestic phone : Ms. Wang: +86 136-7020-5196 Overseas phone / Whatsapp: Marketing: Tenny Ng: +86 13928532344 Sales: Casper Cai: +86 18011701102 E-mail ：marketing@softlinkmed.com Skype : live:.,Europe,Digital Health,Healthcare Technology,,,,,,,marketing@softlinkmed.com,54414459464816,,,,ai,"CE 4, ce 4",,,Featured in media coverage,76.0,2025-07-13 08:55:47,https://www.softlinkmed.com,validated
Medical Park Fachklinik für Orthopädie und Handrehabilitatio,https://www.kirschbaumfach.medicalpark.de,"Name = 'js'; Medical Park Fachklinik für Orthopädie und Handrehabilitation in Bad Wiessee var ctPublicFunctions = {""_ajax_nonce"":""b7f8b74a1f"",""_rest_nonce"":""3df2dfdd6d"",""_ajax_url"":""\/wp-admin\/admin-ajax.",tsklinikums Frankfurt,Healthcare Services,Rehabilitation,,,,,,,kirschbaumhuegel-fachklinik@medicalpark.de,+49 8022 848-1000,,,,"ai, ml",,,,Featured in media coverage,76.0,2025-07-13 08:55:52,https://www.kirschbaumfach.medicalpark.de,validated
Rehabilitationsfachklinik für Orthopädie,https://www.kronprinz.medicalpark.de,Fachklinik Behandlungsfelder Klinikleitung Jobs Ihr Aufenthalt Patienteninformation Kontakt Seite wählen html.,"München, Europe",Wellness,Rehabilitation,,,,,,,prien-kronprinz@medicalpark.de,0800 6337275,,,,"ai, ml",,,,Featured in media coverage,76.0,2025-07-13 08:55:57,https://www.kronprinz.medicalpark.de,validated
Alle Standorte | Medical Park,https://www.kliniken.medicalpark.de,"Name = 'js'; Alle Standorte | Medical Park var ctPublicFunctions = {""_ajax_nonce"":""b7f8b74a1f"",""_rest_nonce"":""3df2dfdd6d"",""_ajax_url"":""\/wp-admin\/admin-ajax.",Reha Berlin,Healthcare Services,Rehabilitation,,,,IPO,,,st.hubertus@medicalpark.de,+49 8022 848 4000,,,,"ai, ml",,,,Featured in media coverage,76.0,2025-07-13 08:56:12,https://www.kliniken.medicalpark.de,validated
Medical Park Rehabilitationsklinik für die Fachbereiche Orth,https://www.chiemsee.medicalpark.de,"Name = 'js'; Medical Park Rehabilitationsklinik für die Fachbereiche Orthopädie, Traumatologie und Sportmedizin.","München, Europe",Wellness,Rehabilitation,,,,,,,chiemsee@medicalpark.de,4873028213238,,,,"ai, ml",,,,Featured in media coverage,76.0,2025-07-13 08:56:23,https://www.chiemsee.medicalpark.de,validated
"Rehaklinik für Orthopädie, Traumatologie, Sportmedizin sowie",https://www.sthubertus.medicalpark.de,Fachklinik Behandlungsfelder Prävention Präventionsangebote Prähabilitation Klinikleitung Jobs Ihr Aufenthalt Patienteninformation Kontakt Seite wählen html.,tsklinikums Frankfurt,Healthcare Services,Rehabilitation,,,,,,,st.hubertus@medicalpark.de,0800 6337275,,,,"ai, ml",,,,Featured in media coverage,76.0,2025-07-13 08:56:34,https://www.sthubertus.medicalpark.de,validated
Medical Park Chiemseeblick | Reha neu denken,https://www.chiemseeblick.medicalpark.de,"Name = 'js'; Medical Park Chiemseeblick | Reha neu denken var ctPublicFunctions = {""_ajax_nonce"":""b7f8b74a1f"",""_rest_nonce"":""3df2dfdd6d"",""_ajax_url"":""\/wp-admin\/admin-ajax.","München, Europe",Wellness,Rehabilitation,,,,IPO,,,reservierung-chiemseeblick@medicalpark.de,+49 8051 9615-3555,,,,"ai, ml",,Der Medical Park Chiemseeblick pflegt als,,Featured in media coverage,76.0,2025-07-13 08:56:44,https://www.chiemseeblick.medicalpark.de,validated
Medical Park Berlin Humboldtmühle | Reha neu denken,https://www.humboldtmuehle.medicalpark.de,"Name = 'js'; Medical Park Berlin Humboldtmühle | Reha neu denken var ctPublicFunctions = {""_ajax_nonce"":""b7f8b74a1f"",""_rest_nonce"":""3df2dfdd6d"",""_ajax_url"":""\/wp-admin\/admin-ajax.",Berlin Humboldtm,Healthcare Services,Rehabilitation,,,,,,,humboldtmuehle@medicalpark.de,300 240-9009,,,,"ai, ml",,Als,,Featured in media coverage,76.0,2025-07-13 08:56:52,https://www.humboldtmuehle.medicalpark.de,validated
Medical Park Loipl | Reha neu denken,https://www.loipl.medicalpark.de,"Name = 'js'; Medical Park Loipl | Reha neu denken var ctPublicFunctions = {""_ajax_nonce"":""b7f8b74a1f"",""_rest_nonce"":""3df2dfdd6d"",""_ajax_url"":""\/wp-admin\/admin-ajax.",In Deutschlands,Healthcare Services,Rehabilitation,,,,,,,loipl@medicalpark.de,0800 5889424,,,,"ai, ml",,,,Featured in media coverage,76.0,2025-07-13 08:56:59,https://www.loipl.medicalpark.de,validated
Medical Plastics - Med-Tech Insights,https://www.medicalplasticsnews.com,"Medical Plastics - Med-Tech Insights {""@context"":""https://schema.",Europe,MedTech,Medical Devices,,,,Acquisition,,,,1736886371296,https://www.linkedin.com/company/med-tech-innovation/,,,"ai, ml",,"French MedTech company, nerve repair By Oliver Johnson, Systems has",,Featured in media coverage,76.0,2025-07-13 08:57:05,https://www.medicalplasticsnews.com,validated
Thaimed.Co.Th,https://www.thaimed.co.th,Thai Medical Device Technology Industry Association window.,Europe,Digital Health,Medical Devices,2021,,,,,,,82666666666666,,,,"java, ai, ml",,,,Featured in media coverage,76.0,2025-07-13 08:57:37,https://www.thaimed.co.th,validated
"Outsourced Pharma, Contract Pharmaceutical, CRO, CMO, Pharma",https://www.outsourcedpharma.com,Contact Us Work For Us googletag.cmd.push(function () { googletag .,Europe,Pharmaceuticals,Drug Discovery,,,,Acquisition,,Building On,,15771103-7366,,,,"react, ai",,"Mango Sciences To Bring AI Innovation In Clinical Trials Services Lonza Launches Next Generation, Us Request More Information Our Partners Subscribe Newsletter Follow Us on LinkedIn Life Science Connect Advancing RNA Bioprocess Online Biosimilar Development Cell, Mpox Vaccine Supply Contract With European Country Sartorius Stedim Biotech And Sensible Biotechnologies","push(arguments); }; Get more pharma outsourcing insight with our FREE newsletter sign me up Log In or Subscribe Find A Partner Bioanalytical Services Biologic API Biologic Drug Product Cell &amp; Gene Clinical Supply Fill/Finish Small Molecule API Small Molecule Drug Product Development Contract Manufacturing Packaging Logistics Events Outsourced Pharma Capacity Update Outsourced Pharma Live CDMO Leadership, split(""&"")[0], online: window[""__currentOnline__""], captchaTokenUrl: '/recaptcha', recaptchaKey: '6LdaZqAqAAAAAGDH6bvw9fvN2qZXRtTACU9nJ6T_' }); } }) Partner With Us Request More Information Our Partners Subscribe Newsletter Follow Us on LinkedIn Life Science Connect Advancing RNA Bioprocess Online Biosimilar Development Cell &amp; Gene Clinical Leader Clinical Supply Leader Clinical Tech Leader Drug Delivery Leader Drug Discovery Laboratory Network Life Science Leader Med Device Online Pharmaceutical Online Editorial Archived Newsletters Article Reprints Editorial Submission Guidelines Editorial Advisory Board The Expert Network Events CMO Leadership Awards CRO Leadership",Featured in media coverage,76.0,2025-07-13 08:57:52,https://www.outsourcedpharma.com,validated
Biosimilar Development,https://www.biosimilardevelopment.com,Contact Us Work For Us googletag.cmd.push(function () { googletag .,Five Essentials,Pharmaceuticals,Medical Devices,,,,,,,,1477131816,,,,"react, ai","IEC 42001, IEC 42001","Us Request More Information Our Partners Subscribe Newsletter Life Science Connect Advancing RNA Bioprocess Online Cell, Partner With Us Request More Information Our","split(""&"")[0], online: window[""__currentOnline__""], captchaTokenUrl: '/recaptcha', recaptchaKey: '6LcrGKAqAAAAAIQ61nMY1RsFKOhCpnJ4t6q8_UU0' }); } }) Partner With Us Request More Information Our Partners Subscribe Newsletter Life Science Connect Advancing RNA Bioprocess Online Cell &amp; Gene Clinical Leader Clinical Supply Leader Clinical Tech Leader Drug Discovery Drug Delivery Leader Laboratory Network Life Science Leader Magazine Med Device Online Outsourced Pharma Pharmaceutical Online Editorial Archived Newsletters Article Reprints Editorial Submission Guidelines The Expert Network Events CMO Leadership Awards CRO Leadership",Featured in media coverage,76.0,2025-07-13 08:57:59,https://www.biosimilardevelopment.com,validated
Pharmaceutical Manufacturing Resource,https://www.pharmaceuticalonline.com,Contact Us Work For Us googletag.cmd.push(function () { googletag .,"Cairoli, Italy",Pharmaceuticals,Medical Devices,,,,,,Appoints New,,8398856793,,,,ai,,"Us Request More Information Our Partners Subscribe Newsletter Follow Us on LinkedIn Life Science Connect Advancing RNA Bioprocess Online Biosimilar Development Cell, Navigate the evolving biotech landscape and secure venture capital with insights on strategic, Partner With Us Request More Information Our"," This honor is one of ISA&rsquo;s&nbsp;highest, split(""&"")[0], online: window[""__currentOnline__""], captchaTokenUrl: '/recaptcha', recaptchaKey: '6LcqGKAqAAAAAE6pjQiuwZnL1wrp8NbhT7ltDWb7' }); } }) Partner With Us Request More Information Our Partners Subscribe Newsletter Follow Us on LinkedIn Life Science Connect Advancing RNA Bioprocess Online Biosimilar Development Cell &amp; Gene Clinical Leader Clinical Supply Leader Clinical Tech Leader Drug Discovery Drug Delivery Leader Laboratory Network Life Science Leader Magazine Med Device Online Outsourced Pharma Editorial Archived Newsletters Article Reprints Editorial Submission Guidelines The Expert Network Events CMO Leadership Awards CRO Leadership",Featured in media coverage,76.0,2025-07-13 08:58:00,https://www.pharmaceuticalonline.com,validated
NCZONE.COM,https://www.health-i.com/,Healthcare technology company providing innovative solutions,Europe,Digital Health,Healthcare Technology,,,,,,,skyshoh@hitel.net,,,,,,,,,,72.0,2025-07-13 08:47:23,https://www.health-i.com/,validated
For Sale Page,https://www.kry.com/,our offer must be higher than the seller’s minimum price. $ Please enter an offer amount up to 9 digits.,Europe,Digital Health,Healthcare Technology,2001,,,,,,,,,,,ai,,,,,72.0,2025-07-13 08:47:27,https://www.kry.com/,validated
Home - Caterna Vision GmbH,https://www.caterna.de/,"Glücklicherweise hatte Frau Schüller uns den Hinweis gegeben, dass es ausreicht, wenn die kleine Patientin aufmerksam auf den Bildschirm schaut – so übernahm zunächst unsere Große das Spielen der etwas anspruchsvolleren Spiele, die Paloma kennenlernen wollte.",TU Dresden,Digital Health,Healthcare Technology,,,,,,,,94447236961,,https://twitter.com/caternavision,,"ai, ml",,,,,72.0,2025-07-13 08:47:42,https://www.caterna.de/,validated
Medlanes,https://www.medlanes.com/,Noch ein Schritt > Unsere Ärzte sind in dieser Stadt derzeit ausgelastet Wer ist der Patient?,"Berlin, Deutschland",Wellness,Fitness,,,,IPO,,,,1834834513,,,,"java, ai, ml",,Betroffene und ihre,,Featured in media coverage,72.0,2025-07-13 08:47:45,https://www.medlanes.com/,validated
BitCare Ltd.,https://www.bitcare.eu/,BitCare е лидер в областта на информационните технологии за бизнеса,Europe,Digital Health,Healthcare Technology,,,,,,,,359 886061081,,,,ai,,,,,72.0,2025-07-13 08:48:45,https://www.bitcare.eu/,validated
Coa.Health,https://www.coa.health,"We offer a no questions asked 14-day money-back guarantee! Get 10% OFF with coupon code DP10 Purchase Now Archives September 2023 Categories Uncategorized Facebook X Instagram Designed by Creative AI Solutions GmbH {""prefetch"":[{""source"":""document"",""where"":{""and"":[{""href_matches"":""\/*""},{""not"":{""href_matches"":[""\/wp-*.",Europe,Wellness,Fitness,,,,,,,,1751768206,,,,"ai, ml",,,,Featured in media coverage,72.0,2025-07-13 08:49:04,https://www.coa.health,validated
AdvoWhistle Vertrauensanwälte -   Willkommen,https://www.median-kliniken.advowhistle.de,Healthcare technology company providing innovative solutions,Europe,Digital Health,Healthcare Technology,,,,,,,,361326952072,,,,"ai, ml",,,,,72.0,2025-07-13 08:50:33,https://www.median-kliniken.advowhistle.de,validated
Medlanes,https://www.medlanes.com,Noch ein Schritt > Unsere Ärzte sind in dieser Stadt derzeit ausgelastet Wer ist der Patient?,"Berlin, Deutschland",Wellness,Fitness,,,,IPO,,,,1834834513,,,,"java, ai, ml",,Betroffene und ihre,,Featured in media coverage,72.0,2025-07-13 08:51:23,https://www.medlanes.com,validated
jameda - Arzttermine online buchen &amp; Feedbacks lesen,https://www.jameda.de/,"LOCALE': 'de', 'MARKETING_CONSENT_IS_INFO': false, 'MARKETING_CONSENT_PRECHECKED': false, 'MIN_QUESTION_CHARACTERS': 50, 'PAGE_TYPE': 'homepage', 'PATIENT_APP_VERSION': '', 'PATIENT_REQUEST_BASE_URL': 'https://patient-request.","München, Deutschland",Digital Health,Healthcare Technology,,,,,,,,41530118218,,,,"java, ai, ml",,ftsbedingungen,,,72.0,2025-07-13 08:51:50,https://www.jameda.de/,validated
jameda - Arzttermine online buchen &amp; Feedbacks lesen,https://www.jameda.de,"LOCALE': 'de', 'MARKETING_CONSENT_IS_INFO': false, 'MARKETING_CONSENT_PRECHECKED': false, 'MIN_QUESTION_CHARACTERS': 50, 'PAGE_TYPE': 'homepage', 'PATIENT_APP_VERSION': '', 'PATIENT_REQUEST_BASE_URL': 'https://patient-request.","München, Deutschland",Digital Health,Healthcare Technology,,,,,,,,41530118218,,,,"java, ai, ml",,ftsbedingungen,,,72.0,2025-07-13 08:52:14,https://www.jameda.de,validated
medisana马德保康品牌官方网站,https://www.medisana.com.cn,HEALTH SCIENCE 健康科普 医生科普 警惕OSAS相关高血压的健康问题 在这里特别强调高血压合并阻塞性睡眠呼吸暂停综合征（OSAS）往往在中青年占有较大比例，除了降压药物治疗，还需要重视饮食调节，减轻体重及无创气道正压通气治疗改善呼吸通气，必要时甚至外科干预，减少睡眠血氧下降频次及程度，进而控制好血压。 MORE The heart attack An invisible danger Is sugar making us ill?,"UK, Europe",Digital Health,Healthcare Technology,,,,,,,,2023014552,,,,ai,,, 详情 马德保康携手巴迪运动，“新篇盛启”共赴运动健康新程 2024年12月31日，IMBODY巴迪运动健身房盛大开业。源自德国的医疗健康知名品牌medisana（马德保康）携按摩保健产品，入驻健身房，让运动和修复互补，形成战略合作。共同开启运动与健康融合的崭新篇章。 详情 medisana（马德保康）与瑞来春堂强强联手，打造中医馆与健康科技融合新篇章 瑞来春堂，作为福建省著名的大型中医药综合场馆，集中医诊疗、理疗康复、健康教育、中药饮片及药品销售于一体，总部位于福州，旗下中医馆遍布福州、厦门、泉州、三明、龙岩等多个城市。近日，瑞来春堂相关领导莅临medisana（马德保康）展厅及工厂进行参观访问，探讨双方深入合作机会。 详情 medisana嗨翻‘加伍磅’健身嘉年华！ medisana马德保康品牌作为‘加伍磅’五周年的“特邀嘉宾”来到在嘉年华活动，迅速成为了现场瞩目的焦点。展区现场的按摩产品体验、互动游戏挑战，成了健身派对的热点节目。此刻各大健身博主对于肌肉放松的强烈需求与medisana的专业的按摩产品碰撞出了火花。 详情 medisana（马德保康）双星闪耀Plus X Award——摘得“年度最佳客户满意度奖”与“年度最佳品牌奖”双项殊荣！ Plus X Award 年度评选新鲜出炉。medisana（马德保康）凭借其在客户服务以及品牌建设的卓越表现，摘得2024年Plus X,Featured in media coverage,72.0,2025-07-13 08:53:09,https://www.medisana.com.cn,validated
Compamed Tradefair,https://www.compamed-tradefair.com,"We provide you with a versatile service that supports you, among other things, in preparing for the fair , travelling to the fair and finding a hotel . You can also use our extensive exhibitor and product database .","Düsseldorf, Europe",Pharmaceuticals,Personalized Medicine,,,,,,,,26115931700476,,,,"java, react, ai, ml",,Participants Exhibitors Countries Good reasons for visiting the trade fair Networking platform Exchange with experts from all over the world Search for cooperations and,,Featured in media coverage,72.0,2025-07-13 08:53:37,https://www.compamed-tradefair.com,validated
Compamed,https://www.compamed.de,Fachbesucher und Fachbesucherinnen 750&nbsp;Ausstellende COMPAMED 2025 – Meet Health.,Das UKHD,Digital Health,Healthcare Technology,,,,,,,,26115931700476,,,,"java, react, ai, ml",,den Messebesuch Networking Plattform Austausch mit Expertinnen und Experten aus der ganzen Welt Suche nach Kooperationen und,,Featured in media coverage,72.0,2025-07-13 08:53:39,https://www.compamed.de,validated
MEDICA | Trade Fair for Medical Technology &amp; Healthcare,https://www.medica-tradefair.com,"MEDICA"" .mood-slider--custom-16797455 .","sseldorf, Germany",Digital Health,Telemedicine,,,,,,,,17004168449050,,,,"java, ai, ml",,Participants Exhibitors Countries Reasons for your trade fair visit Networking platform Exchange with experts from all over the world Search for cooperations and," The extensive programme of first-class forums , conferences and special shows provides opportunities for interesting presentations and discussions with experts and politicians and also includes pitches of new products and",Featured in media coverage,72.0,2025-07-13 08:53:41,https://www.medica-tradefair.com,validated
MEDICA Messe - Alle Trends der Medizintechnikbranche,https://www.medica.de,"MEDICA"" .mood-slider--custom-16812675 .",Berlin Die,Digital Health,mHealth Apps,,,,,,,,17004168449050,,,,"java, ai, ml",,Ihren Messebesuch Networking Plattform Austausch mit Expertinnen und Experten aus der ganzen Welt Suche nach Kooperationen und,,Featured in media coverage,72.0,2025-07-13 08:54:11,https://www.medica.de,validated
Infozentrum für Prävention und Früherkennung | Vorsorge onli,https://www.vorsorge-online.de/,Download &nbsp; Infografiken Infos für Patienten Kostenfreie IPF-Poster Gute medizinische Versorgung und Vorsorge kommt ohne „sprechende Medizin“ nicht aus.,Deutschland schon,Digital Health,Healthcare Technology,,,,,,,,1677000080,,,,"java, ai",,,,,72.0,2025-07-13 08:54:44,https://www.vorsorge-online.de/,validated
HOME,https://www.centralamedyczna.pl,Healthcare technology company providing innovative solutions,Europe,Digital Health,Healthcare Technology,,,,,,,,21695359333631,,,,"ai, ml",,funkcjonowaniem Twojego sklepu internetowego lub sklepu medycznego Twojego,,,72.0,2025-07-13 08:54:46,https://www.centralamedyczna.pl,validated
"REHACARE 2025 – Die führende Messe für Rehabilitation, Präve",https://www.rehacare.de,"Erleben Sie vom 17.–20. September 2025 in Düsseldorf die REHACARE: Trends, Innovationen und Lösungen für Rehabilitation, Inklusion und selbstbestimmtes Leben.",das Essen,Healthcare Services,Rehabilitation,,,,,,,,1752397262,,,,"java, ai, ml",,spannende,,Featured in media coverage,72.0,2025-07-13 08:56:10,https://www.rehacare.de,validated
MFC 2025 | 医疗器械创新展,https://www.medicalfair.cn,"Medical Fair China 是由杜塞尔多夫展览(上海)有限公司举办的医疗展会,国际医疗设备展MEDICA在中国的唯一子展。医疗器械创新与服务展(MFC)、可家用穿戴医疗展、在上海苏州浙江展开的医疗技术展创新展本着洞察行业发展趋势,加速行业创新的宗旨，打造医疗器械行业独具特色的创新聚集地，汇聚全球领先的医疗器械行业上下游企业，为观众呈现最新的技术与产品，满足不断变化及提升的医疗市场需求，提供高效面对面沟通平台。",Europe,Digital Health,Healthcare Technology,,,,,,,,17121255168,,,,"java, ai, ml",,,,Featured in media coverage,72.0,2025-07-13 08:57:03,https://www.medicalfair.cn,validated
"Bioprocess Online for bioanalytics,  biopurification, biopro",https://www.bioprocessonline.com,Contact Us Work For Us googletag.cmd.push(function () { googletag .,Europe,Pharmaceuticals,Medical Devices,,,,Acquisition,,,,599380169350,,,,"react, ai",,"Us Request More Information Our Partners Subscribe Newsletter Follow Us on LinkedIn Life Science Connect Advancing RNA Biosimilar Development Cell, And Overcoming Regulatory Friction Finding Compatibility In Love And CDMO, Demand Webinars INDUSTRY NEWS Packaging And Process Equipment Auction Announced InQuest Science Seeking Business Development Executive To Promote Software Technologies Riverarch Equity Partners Announce Acquisition Of Alconox By Portfolio Company TCP Analytical CAI And ValGenesis","split(""&"")[0], online: window[""__currentOnline__""], captchaTokenUrl: '/recaptcha', recaptchaKey: '6LcKaKAqAAAAAFgmgtuEwWdMnH7dTrm23MbZpz6J' }); } }) Partner With Us Request More Information Our Partners Subscribe Newsletter Follow Us on LinkedIn Life Science Connect Advancing RNA Biosimilar Development Cell &amp; Gene Clinical Leader Clinical Supply Leader Clinical Tech Leader Drug Discovery Online Laboratory Network Life Science Leader Med Device Online Outsourced Pharma Pharmaceutical Online Editorial Archived Newsletters Article Reprints Editorial Submission Guidelines The Expert Network Events CMO Leadership Awards CRO Leadership",Featured in media coverage,72.0,2025-07-13 08:57:51,https://www.bioprocessonline.com,validated
康复设备与解决方案展览会,https://www.rehacare-c.com,"MEDICAL FAIR BRASIL - 圣保罗</a></li> -->
								<li><a href=""https://www.",Europe,Digital Health,Healthcare Technology,,,,,,,,10838420270,,,,"java, ai, ml",,,,Featured in media coverage,72.0,2025-07-13 08:58:08,https://www.rehacare-c.com,validated
Das Ärztenetzwerk von Ärzten für Ärzte | esanum,https://esanum.de/,DE revolutioniert die Diagnose seltener genetischer Erkrankungen und Krebs mit der Ganz-Genom-Analyse – über 5000 Patienten profitieren bereits.,"Deutschland, verursacht",Digital Health,Healthcare Technology,,,,IPO,,,,,,,,"ai, ml",,,,,68.0,2025-07-13 08:47:54,https://esanum.de/,validated
Digital Health Assistant &amp; Symptom Checker | Symptoma,https://www.symptoma.com/,Digital Health Assistant &amp; Symptom Checker | Symptoma var ua = window.,Wiener Melange,Digital Health,Medical Devices,,,,,,,,,,,,"java, ai, ml",,,,,68.0,2025-07-13 08:50:04,https://www.symptoma.com/,validated
Wellster,https://www.wellster.com/,Healthcare technology company providing innovative solutions,Europe,Digital Health,Healthcare Technology,,,,,,,,,,,,,,,,,68.0,2025-07-13 08:51:53,https://www.wellster.com/,validated
Devicemed.Us15.List Manage1,https://www.devicemed.us15.list-manage1.com,Healthcare technology company providing innovative solutions,Europe,Digital Health,Healthcare Technology,,,,,,,,,,,,"aws, ai",,,,,68.0,2025-07-13 08:54:18,https://www.devicemed.us15.list-manage1.com,validated
Medicalpark,https://www.medicalpark.site,Medicalpark Passwort --> Passwort Angemeldet bleiben try{document.,Europe,Digital Health,Healthcare Technology,,,,,,,,,,,,ml,,,,,68.0,2025-07-13 08:56:07,https://www.medicalpark.site,validated
Medical Park,https://www.medicalpark.online,Medical Park Passwort --> Passwort Angemeldet bleiben try{document.,Europe,Digital Health,Healthcare Technology,,,,,,,,,,,,"ai, ml",,,,,68.0,2025-07-13 08:56:54,https://www.medicalpark.online,validated
Your Page Title,https://www.rehabmed.or.th,Healthcare technology company providing innovative solutions,Europe,Digital Health,Healthcare Technology,,,,,,,,,,,,,,,,,68.0,2025-07-13 08:57:45,https://www.rehabmed.or.th,validated
Med Techexpo,https://www.med-techexpo.com,Healthcare technology company providing innovative solutions,Europe,Digital Health,Healthcare Technology,,,,,,,,,,,,ml,,,,,68.0,2025-07-13 08:58:03,https://www.med-techexpo.com,validated
